"","Oct_long","mil_time"
"243",0.0749655853102313,18
"244",0.0825804829528028,18
"245",NA,18
"246",NA,18
"247",0.036077550250404,18
"248",NA,18
"249",0.127345191582311,18
"250",0.0815251833220784,18
"251",0.066979767160783,18
"252",NA,18
"253",NA,19
"254",NA,19
"255",NA,19
"256",NA,19
"257",NA,19
"258",0.0404903893278325,19
"259",NA,19
"260",NA,19
"261",NA,19
"262",NA,19
"263",NA,19
"264",NA,19
"265",NA,19
"266",NA,19
"267",NA,20
"268",NA,20
"269",0.0783643386645814,20
"270",NA,20
"271",NA,20
"272",NA,20
"273",NA,20
"274",NA,20
"275",NA,20
"276",NA,20
"277",NA,20
"278",0.0984845617107103,20
"279",0.0541744893172875,20
"280",NA,20
"281",NA,21
"282",NA,21
"283",NA,21
"284",NA,21
"285",NA,21
"286",0.0482539877970658,21
"287",NA,21
"288",0.0937447041592301,21
"289",NA,21
"290",0.174672704630873,21
"291",NA,21
"292",0.0844931186567563,21
"293",0.0687219095291853,21
"294",NA,21
"295",NA,22
"296",NA,22
"297",0.202833880889368,22
"298",0.0704343073562423,22
"299",0.072812516970398,22
"300",0.0794197879196385,22
"301",NA,22
"302",NA,22
"303",NA,22
"304",0.193383214540447,22
"305",NA,22
"306",0.0722842982889431,22
"307",0.0739036266566537,22
"308",NA,22
"309",NA,23
"310",NA,23
"311",0.188540900899225,23
"312",NA,23
"313",NA,23
"314",0.0848490225226713,23
"315",NA,23
"316",NA,23
"317",NA,23
"318",0.202224820263084,23
"319",0.167502264987481,23
"320",0.100218441765572,23
"321",0.0992832559656455,23
"322",NA,23
"323",NA,24
"324",NA,24
"325",0.142061857929355,24
"326",0.1081159202087,24
"327",0.0554467810625222,24
"328",0.0948625368623574,24
"329",NA,24
"330",0.0657053668908655,24
"331",NA,24
"332",0.170480987088471,24
"333",0.104111705233537,24
"334",NA,24
"335",0.0870710493688603,24
"336",NA,24
