"","Oct_long2","mil_time"
"215",3.2968260480392,16
"216",2.0289989319142,16
"217",-0.109911349970354,16
"218",-1.26064068087978,16
"219",-4.79796079287683,16
"220",-1.38977096673751,16
"221",1.04651779885837,16
"222",0.0979684527766981,16
"223",-0.333947759641645,16
"224",0.145078280411223,16
"225",-1.23545300051273,17
"226",-7.05096210540147,17
"227",-0.485422509939487,17
"228",0.0168339891226354,17
"229",0.756068736110428,17
"230",0.373831508351459,17
"231",-0.0410174777637478,17
"232",-0.293726604874698,17
"233",-3.04413785356954,17
"234",0.104233522628212,17
"235",0.0480656481228254,17
"236",-0.686225724043853,17
"237",1.14550736512534,17
"238",0.51088463699406,17
"239",-0.207475122388784,18
"240",-1.22859409435261,18
"241",0.223978226732281,18
"242",0.437032033510471,18
"243",-0.00761779233221662,18
"244",1.16729957393971,18
"245",0.644113892668483,18
"246",0.15743887530913,18
"247",1.03537552230784,18
"248",1.8881716217495,18
"249",2.28148288362848,18
"250",0.792506124055209,18
"251",2.08716157420675,18
"252",0.572636226803676,18
"253",0.711102769979335,19
"254",-1.00206548340846,19
"255",2.45301952903857,19
"256",1.85719581948315,19
"257",-0.532291019614462,19
"258",-0.00446883255556768,19
"259",1.61681663807436,19
"260",2.03321075232017,19
"261",-0.569191985976546,19
"262",2.31730243375491,19
"263",-36.3177431192694,19
"264",1.68291147268293,19
"265",1.60985606134936,19
"266",-5.41738708071115,19
"267",4.12711314278565,20
"268",0.234144079479017,20
"269",2.3423385850672,20
"270",2.01910822750317,20
"271",2.14443741358957,20
"272",2.65096962787823,20
"273",0.613188974721279,20
"274",1.61136721671616,20
"275",2.41377308957241,20
"276",2.43389019904247,20
"277",-61.4898157275691,20
"278",2.48833567264635,20
"279",5.83563676056956,20
"280",1.15857230865945,20
"281",1.94919794810606,21
"282",-1.22937732283488,21
"283",0.541435113231405,21
"284",-306.261191396037,21
"285",1.16014379457812,21
"286",3.14355989639912,21
"287",0.128712839456302,21
"288",2.1741472227568,21
"289",4.77409492497565,21
"290",4.51011952307421,21
"291",-3.4960833970043,21
"292",3.61711190137427,21
"293",2.1872115410931,21
"294",2.73530699316739,21
"295",1.46556208861211,22
"296",3.376019748907,22
"297",3.06516769889544,22
"298",-8.90822704119072,22
"299",1.33579199265531,22
"300",2.67770721228526,22
"301",3.87695383958716,22
"302",1.82677482692562,22
"303",8.11337289734483,22
"304",1.99970921143914,22
"305",6.52963470799536,22
"306",1.02614908498488,22
"307",1.84697154707275,22
"308",5.5009311877406,22
"309",1.51220682217105,23
"310",0.913542554165245,23
"311",2.65081652433533,23
"312",5.48206723045031,23
"313",-2.36394835716796,23
"314",2.45083170677859,23
"315",2.27277933592844,23
"316",1.79374500042737,23
"317",5.83939593356984,23
"318",2.75474286883387,23
"319",29.6302854371155,23
"320",13.652895984281,23
"321",2.55201837074543,23
"322",2.97932160730311,23
"323",1.30327460714402,24
"324",1.09627458911398,24
"325",2.57055038845814,24
"326",7.51712177423485,24
"327",2.09516826503191,24
"328",3.0980685868793,24
"329",2.90366649212446,24
"330",0.254201373747002,24
"331",2.93566383906138,24
"332",1.75490679594312,24
"333",-8.15633271782554,24
"334",1.41779432536873,24
"335",2.56096291684017,24
"336",1.95700292191614,24
