"","Aug_long2","mil_time"
"213",-8.01881210958467,16
"214",-7.73497840870293,16
"215",-3.48220629774751,16
"216",-0.62529384906445,16
"217",-1.304068052462,16
"218",-6.6810374085808,16
"219",-8.15731066011486,16
"220",-15.8097341452097,16
"221",-6.52198998103319,16
"222",-4.06033599019368,16
"223",2.8690620527669,16
"224",0.974536143849996,16
"225",-4.3574539968255,17
"226",-5.43401286168058,17
"227",-5.93429236758686,17
"228",-6.6861160213401,17
"229",-8.08405718260833,17
"230",NA,17
"231",-3.16547848487076,17
"232",-6.56048448456618,17
"233",-3.63750707822132,17
"234",-7.30583755496338,17
"235",-6.80795080365591,17
"236",-8.58292053656573,17
"237",NA,17
"238",-16.8368628513889,17
"239",-3.1729504891268,18
"240",-3.81226790083973,18
"241",-5.18589154985044,18
"242",-3.38653353583604,18
"243",-3.99838935367005,18
"244",NA,18
"245",-72.4753830422325,18
"246",-4.1012468277866,18
"247",-3.29737954880124,18
"248",-4.49641055254026,18
"249",-5.03502866277164,18
"250",-3.83514638652092,18
"251",NA,18
"252",2.39848847951984,18
"253",-1.28642802861511,19
"254",-3.37794179824215,19
"255",-3.38283899148677,19
"256",-3.70536893943392,19
"257",-2.23755569499788,19
"258",NA,19
"259",26.1306400962194,19
"260",-1.91860297664001,19
"261",0.594764213935338,19
"262",-2.33637724901153,19
"263",-1.73377767129597,19
"264",-1.12102182152107,19
"265",NA,19
"266",-1.72664257983405,19
"267",1.64746477110175,20
"268",0.900738006978377,20
"269",-0.278023587257637,20
"270",0.361437762402708,20
"271",-18.3188548704241,20
"272",NA,20
"273",4.20647143002168,20
"274",0.505209440352916,20
"275",-0.312890340677673,20
"276",0.480751981011041,20
"277",3.72596370634077,20
"278",4.20763863338747,20
"279",1.30340724287784,20
"280",1.06677656041877,20
"281",2.7761935901552,21
"282",1.60372140437654,21
"283",-0.174786470080326,21
"284",0.563142028436068,21
"285",4.70793796832634,21
"286",1.9904295757144,21
"287",1.57310011545219,21
"288",1.11991697678321,21
"289",1.42483841761979,21
"290",21.2645609891999,21
"291",2.92917452102251,21
"292",2.05640866895864,21
"293",1.58637416280208,21
"294",2.71512076506422,21
"295",2.29008579210084,22
"296",1.58742841562017,22
"297",1.77916803046746,22
"298",0.301118489458054,22
"299",1.63182632572328,22
"300",1.97212724660626,22
"301",3.31949026702434,22
"302",0.805578732917405,22
"303",1.1339408476004,22
"304",4.51136004992501,22
"305",10.8105568434839,22
"306",9.97964331544591,22
"307",-0.447746010557885,22
"308",1.15905014432792,22
"309",-2.55312552189172,23
"310",0.691080245778716,23
"311",20.008828038579,23
"312",19.9165876948861,23
"313",0.0238198299239968,23
"314",2.1812833011052,23
"315",-0.878960935436483,23
"316",0.151425118315953,23
"317",0.883225595397496,23
"318",17.7545605583104,23
"319",32.30428862925,23
"320",4.94732903273699,23
"321",2.14427969679987,23
"322",2.86877134662609,23
"323",3.9995560111825,24
"324",1.07638781078713,24
"325",29.9530586120532,24
"326",25.3732463659861,24
"327",7.50953323133806,24
"328",2.71162630812932,24
"329",3.24130802216595,24
"330",2.75730019268746,24
"331",-4.01208183762736,24
"332",27.4277855592418,24
"333",17.9649809649698,24
"334",5.96930490787102,24
"335",1.78086474551037,24
"336",-2.10885522639824,24
