"","Jul_long_FC","mil_time"
"240",-0.0446621255188558,18
"241",-2.49241404635171,18
"242",-6.09716163860886,18
"243",-3.31867237042719,18
"244",-2.97897556330317,18
"245",-7.11081827876638,18
"246",-4.77775705154188,18
"247",-1.34160821479842,18
"248",-3.45229568052991,18
"249",-4.36552086747496,18
"250",-2.96738792525077,18
"251",-2.37484738295945,18
"252",-5.00842742196165,18
"253",-3.34873653342227,19
"254",-0.308446319437426,19
"255",-1.51466187859988,19
"256",-4.72381699245601,19
"257",-1.52510137183452,19
"258",-3.4557137213238,19
"259",-5.58455333327647,19
"260",-4.46266290363579,19
"261",0.430568734866446,19
"262",-0.634318130454962,19
"263",-1.9908105163373,19
"264",-3.24920186651878,19
"265",-1.75045639214367,19
"266",-3.22276011196219,19
"267",3.14633610163664,20
"268",4.40013069611584,20
"269",1.5838612051187,20
"270",0.38576011926788,20
"271",-0.281749655397122,20
"272",-1.36618109630136,20
"273",-0.87758225208572,20
"274",3.04203843084274,20
"275",1.73970947976008,20
"276",-23.9021126504684,20
"277",0.544083299531934,20
"278",2.8445463963026,20
"279",0.707771901958087,20
"280",0.405839687708218,20
"281",6.45069005660566,21
"282",5.82166641425183,21
"283",4.84352454849771,21
"284",1.968025316524,21
"285",2.66534637209385,21
"286",1.77522617857324,21
"287",-0.0347588568274691,21
"288",1.73936206824033,21
"289",4.9165346751462,21
"290",3.55206333711944,21
"291",3.8541102510025,21
"292",10.1801386746391,21
"293",0.626105606150254,21
"294",2.22247875610894,21
"295",0.860658437144954,22
"296",2.19248997886246,22
"297",10.4918212874573,22
"298",2.71575380497546,22
"299",4.70256428683195,22
"300",0.396332679232604,22
"301",1.47755385971242,22
"302",3.0197973968089,22
"303",3.84895665792785,22
"304",-5.04578834414129,22
"305",3.55062874076095,22
"306",1.29236339587471,22
"307",0.267535431305821,22
"308",1.99576541941759,22
"309",7.63186519677008,23
"310",2.00215547960773,23
"311",3.91475889440749,23
"312",0.480440701874031,23
"313",0.446239429370188,23
"314",-0.0905074866480007,23
"315",3.00505311498284,23
"316",9.41567056718551,23
"317",0.145098140334691,23
"318",NA,23
"319",3.88027576483021,23
"320",-3.23250544377415,23
"321",1.43435972563184,23
"322",3.99114141773818,23
"323",7.86176115508152,24
"324",4.01918511554069,24
"325",NA,24
"326",0.590976187532803,24
"327",2.55721608828608,24
"328",1.86420535047593,24
"329",-1.24717541498654,24
"330",11.4884014072316,24
"331",6.26350044361153,24
"332",NA,24
"333",2.17926735487406,24
"334",9.58000219118972,24
"335",2.94892267717733,24
"336",1.23524658502697,24
