"","Sep_long2","mil_time"
"154",-8.1190506216872,11
"155",-5.74041452567924,12
"156",-8.87117439031619,12
"157",-13.2248715089226,12
"158",-6.42305686704585,12
"159",-6.81722701043862,12
"160",-6.44871477234081,12
"161",-12.9592300102785,12
"162",-8.56141818724871,12
"163",-9.1864654363544,12
"164",-2.3259294255518,12
"165",-5.51487030111441,12
"166",-14.0284023856398,12
"167",-4.97465706942622,12
"168",-6.9941578464349,12
"169",-9.20212515321129,13
"170",-7.63622304177218,13
"171",-3.9284679451169,13
"172",-10.835748677122,13
"173",-8.16877499725149,13
"174",-6.93317874424071,13
"175",-6.70186335755258,13
"176",-6.28775341102428,13
"177",-2.3632439755014,13
"178",-7.73659966351834,13
"179",-6.42843049865335,13
"180",-6.01926389536816,13
"181",-3.29142021127644,13
"182",-4.9536777618366,13
"183",-2.41920178765814,14
"184",-8.71522738248285,14
"185",-10.3496801526232,14
"186",-6.29783912390494,14
"187",-6.81871905103154,14
"188",-7.31569114505205,14
"189",-4.90426287592508,14
"190",13.4184169771936,14
"191",-6.1813222728823,14
"192",-6.68567523988095,14
"193",-10.6204468160241,14
"194",-7.8287250210873,14
"195",-5.69505880341327,14
"196",-7.09765858764288,14
"197",-6.5704732485113,15
"198",-6.43895162451904,15
"199",-8.91792872287109,15
"200",-8.70046983198253,15
"201",-8.34593498380192,15
"202",-5.71929029111586,15
"203",-6.08146679664987,15
"204",-3.26581825299214,15
"205",-9.50218472763481,15
"206",-6.47144238129199,15
"207",-8.57947409490782,15
"208",-7.71963717235397,15
"209",-11.5576824898971,15
"210",-5.51479665142151,15
"211",-5.66024208225753,16
"212",-4.35339196200422,16
"213",-5.97194836213469,16
"214",-5.85268108336979,16
"215",-9.28234414315691,16
"216",-5.74052444171919,16
"217",-4.49206085030572,16
"218",-10.4298028612247,16
"219",-8.83344774520009,16
"220",-5.27681100488276,16
"221",-6.71164002620725,16
"222",-9.42803909644215,16
"223",-5.26573795630011,16
"224",-3.6907010911325,16
"225",-4.77074480184975,17
"226",-5.65611448674576,17
"227",-7.87595566021148,17
"228",-4.4325652370513,17
"229",-5.88799519669334,17
"230",-4.58332682207726,17
"231",-5.77783400423635,17
"232",-2.86126309579364,17
"233",-4.53087273644566,17
"234",-4.51661593575549,17
"235",-8.52361157416113,17
"236",-4.70813177874102,17
"237",-2.93510672240613,17
"238",-3.23337231103305,17
"239",-2.40635919918793,18
"240",-2.90547063997115,18
"241",-2.76610443580669,18
"242",-3.16176777694186,18
"243",-3.91268299783178,18
"244",-3.50274019868235,18
"245",-2.22282769344554,18
"246",-0.377615029059042,18
"247",-2.64139528287512,18
"248",-2.33052393105195,18
"249",-2.24197231251703,18
"250",-2.66963082976675,18
"251",-0.711021169875626,18
"252",-0.0226131572017474,18
"253",0.915274712748623,19
"254",-1.43860540841819,19
"255",-0.703544467012057,19
"256",0.0479970933931369,19
"257",-1.13016249790197,19
"258",-14.99547515973,19
"259",-0.12351206973112,19
"260",-1.05172572861464,19
"261",4.48154596577899,19
"262",-1.27601398609524,19
"263",7.15328117756435,19
"264",-0.0245654302017095,19
"265",0.510026948409125,19
"266",2.85077753566384,19
"267",5.28541302413733,20
"268",3.28939700877715,20
"269",4.12413354086138,20
"270",4.98219197822643,20
"271",2.88295595581642,20
"272",2.28195072179314,20
"273",1.79283992621866,20
"274",4.7115805234662,20
"275",1.96684650381893,20
"276",6.19036529587432,20
"277",14.7618024557757,20
"278",0.252615218127597,20
"279",2.63696034028436,20
"280",4.51140761433349,20
"281",1.86865443693015,21
"282",6.34775841510496,21
"283",1.97764739667331,21
"284",10.48685536598,21
"285",-3.36544034090934,21
"286",8.01077882983061,21
"287",-0.127080237178522,21
"288",1.83116118906076,21
"289",4.04409060335711,21
"290",3.51673944584835,21
"291",13.472973169337,21
"292",3.21808527499502,21
"293",13.4648114869337,21
"294",6.14479903856221,21
"295",3.3670611706923,22
"296",3.40922334707656,22
"297",3.66411277850971,22
"298",11.8246948749387,22
"299",2.39438629955867,22
"300",9.1241563030919,22
"301",6.53902154077376,22
"302",-8.54748435355215,22
"303",0.151469272975372,22
"304",4.4148529759146,22
"305",11.9236865334307,22
"306",-0.10199774674549,22
"307",-3.33134969120776,22
"308",1.61561751424191,22
"309",-12.9498878039708,23
"310",4.13292317833995,23
"311",4.27450193639875,23
"312",12.960191665324,23
"313",4.75926614454228,23
"314",19.5846490276522,23
"315",3.34430091560297,23
"316",1.45603422159485,23
"317",3.12738585747108,23
"318",4.30949650488643,23
"319",8.40525916155616,23
"320",4.72782741447955,23
"321",33.331283909397,23
"322",3.74170455732855,23
"323",-20.5571584791952,24
"324",5.48468774639909,24
"325",1.55850556837761,24
"326",-6.21434859223241,24
"327",11.6833006290709,24
"328",50.4641440577371,24
"329",2.86320837312656,24
"330",0.48039118006477,24
"331",1.3714072847581,24
"332",2.17186710887803,24
"333",-1.08987733879168,24
"334",-7.23855859989284,24
"335",1.67176287130544,24
"336",0.885754554840965,24
