"","Sep_long","mil_time"
"281",NA,21
"282",NA,21
"283",NA,21
"284",NA,21
"285",NA,21
"286",NA,21
"287",NA,21
"288",NA,21
"289",NA,21
"290",NA,21
"291",NA,21
"292",NA,21
"293",NA,21
"294",NA,21
"295",0.520635629319396,22
"296",NA,22
"297",NA,22
"298",NA,22
"299",NA,22
"300",NA,22
"301",NA,22
"302",NA,22
"303",NA,22
"304",0.307783919026821,22
"305",NA,22
"306",NA,22
"307",NA,22
"308",0.313071051871008,22
"309",NA,23
"310",0.430435981814157,23
"311",0.338424178029881,23
"312",0.452333393274197,23
"313",NA,23
"314",0.676562723350543,23
"315",NA,23
"316",NA,23
"317",0.366313891409861,23
"318",0.185994955577192,23
"319",0.062505103869184,23
"320",NA,23
"321",0.556843866340393,23
"322",NA,23
"323",NA,24
"324",NA,24
"325",NA,24
"326",NA,24
"327",NA,24
"328",0.514939498060267,24
"329",0.380524955356234,24
"330",0.195826319620706,24
"331",NA,24
"332",0.184836899078534,24
"333",0.0907864598092504,24
"334",NA,24
"335",NA,24
"336",NA,24
